Date.1,S&P 500 ATM Implied Volatility,,Date.2,ATM Implied Volatility for Options on TY Notes,,Date.3,ATM Implied Volatility for Options on Crude Oil Futures,,Date.4,ATM Implied Volatility for Options on Gold Futures,,Date.5,ATM Implied Volatility for Options on Euro Currency Futures,,Date.6,ATM Implied Volatility for Options on Corn Currency Futures
20070913,22.316,,20070911,7.61,,20060918,25.65089,,20090828,21.92,,20151008,9.67026,,20070913,28.858
20070914,22.303,,20070912,6.801,,20060919,27.06399,,20090831,21.9,,20151009,9.38797,,20070914,28.018
20070917,23.618,,20070913,6.702,,20060920,28.4514,,20090901,21.28,,20151012,9.41086,,20070917,27.851
20070918,18.488,,20070914,6.809,,20060921,27.1445,,20090902,23.26,,20151013,9.3956,,20070918,27.637
20070919,17.497,,20070917,6.824,,20060922,26.4123,,20090903,25.8,,20151014,9.34219,,20070919,28.476
20070920,17.737,,20070918,6.389,,20060925,27.2397,,20090904,26.42,,20151015,10.0441,,20070920,28.713
20070921,16.69,,20070919,5.641,,20060926,26.39399,,20090908,27.39,,20151016,9.73129,,20070921,29.994
20070924,16.552,,20070920,5.695,,20060927,26.38669,,20090909,26.68,,20151019,10.1662,,20070924,29.796
20070925,16.442,,20070921,5.405,,20060928,25.31769,,20090910,26.16,,20151020,10.1662,,20070925,28.301
20070926,15.521,,20070924,5.748,,20060929,23.9925,,20090911,25.48,,20151021,10.3798,,20070926,28.896
20070927,14.847,,20070925,5.901,,20061002,25.7863,,20090914,24.61,,20151022,11.097,,20070927,29.888
20070928,15.684,,20070926,5.87,,20061003,28.35989,,20090915,24.2,,20151023,12.249,,20070928,28.56
20071001,15.266,,20070927,5.863,,20061004,28.9347,,20090916,25.32,,20151026,12.1574,,20071001,28.179
20071002,15.422,,20070928,5.916,,20061005,28.68569,,20090917,24.28,,20151027,11.0512,,20071002,27.439
20071003,15.36,,20071001,5.886,,20061006,28.8505,,20090918,23.28,,20151028,12.455,,20071003,29.514
20071004,15.203,,20071002,5.687,,20061009,29.36669,,20090921,23.45,,20151029,11.3716,,20071004,29.384
20071005,13.348,,20071003,5.603,,20061010,25.62709,,20090922,23.79,,20151030,11.1885,,20071005,29.933
20071008,14.537,,20071004,5.55,,20061011,25.78269,,20090923,23.25,,20151102,11.3869,,20071008,31.307
20071009,14.568,,20071005,4.817,,20061012,25.7625,,20090924,21.27,,20151103,11.9362,,20071009,31.459
20071010,14.896,,20071008,4.817,,20061013,25.80649,,20090925,20.81,,20151104,12.7449,,20071010,31.887
20071011,17.063,,20071009,5.062,,20061016,25.69659,,20090928,20.75,,20151105,12.1117,,20071011,31.391
20071012,15.698,,20071010,4.856,,20061017,26.2586,,20090929,19.74,,20151106,11.7836,,20071012,29.224
20071015,17.656,,20071011,4.802,,20061018,25.75519,,20090930,19.98,,20151109,11.9286,,20071015,28.728
20071016,18.001,,20071012,4.665,,20061019,25.131,,20091001,19.5,,20151110,12.2871,,20071016,28.408
20071017,16.541,,20071015,5.199,,20061020,24.6697,,20091002,19.99,,20151111,12.3711,,20071017,27.721
20071018,16.527,,20071016,5.245,,20061023,25.40189,,20091005,19.94,,20151112,12.5923,,20071018,27.866
20071019,20.635,,20071017,5.077,,20061024,24.88209,,20091006,23.29,,20151113,12.3253,,20071019,27.98
20071022,19.859,,20071018,4.825,,20061025,24.2616,,20091007,22.28,,20151116,13.0577,,20071022,27.935
20071023,18.582,,20071019,4.94,,20061026,23.3628,,20091008,23.15,,20151117,13.5612,,20071023,28.705
20071024,18.948,,20071022,5.168,,20061027,22.76969,,20091009,22.02,,20151118,13.4239,,20071024,27.309
20071025,19.774,,20071023,5.207,,20061030,25.00839,,20091012,22.01,,20151119,13.5078,,20071025,27.111
20071026,17.838,,20071024,5.68,,20061031,24.937,,20091013,21.83,,20151120,13.3934,,20071026,28.697
20071029,18.609,,20071025,5.603,,20061101,24.33659,,20091014,20.8,,20151123,14.8964,,20071029,30.033
20071030,20.165,,20071026,5.306,,20061102,23.17609,,20091015,20.33,,20151124,15.0795,,20071030,29.781
20071031,16.473,,20071029,5.565,,20061103,22.83559,,20091016,20.09,,20151125,15.934,,20071031,30.971
20071101,21.583,,20071030,5.26,,20061106,22.9015,,20091019,19.51,,20151126,16.9029,,20071101,28.354
20071102,19.906,,20071031,5.352,,20061107,22.4146,,20091020,19,,20151127,12.3177,,20071102,30.246
20071105,23.056,,20071101,5.527,,20061108,21.9314,,20091021,19.09,,20151130,12.4779,,20071105,30.521
20071106,19.272,,20071102,5.565,,20061109,21.83799,,20091022,18.29,,20151201,12.867,,20071106,33.58
20071107,23.854,,20071105,5.619,,20061110,22.7075,,20091023,17.59,,20151202,12.8746,,20071107,32.329
20071108,23.689,,20071106,5.405,,20061113,22.67639,,20091026,17.56,,20151203,10.9673,,20071108,32.955
20071109,25.904,,20071107,5.611,,20061114,23.18339,,20091027,18.39,,20151204,10.1128,,20071109,25.218
20071112,26.662,,20071108,5.55,,20061115,23.2548,,20091028,18.42,,20151207,10.1051,,20071112,25.188
20071113,21.933,,20071109,5.657,,20061116,23.25849,,20091029,18.47,,20151208,9.99069,,20071113,23.754
20071114,23.393,,20071112,5.657,,20061117,23.22739,,20091030,17.9,,20151209,10.5476,,20071114,26.897
20071115,25.387,,20071113,5.023,,20061120,23.1853,,20091102,18.92,,20151210,10.1662,,20071115,25.791
20071116,23.041,,20071114,5.901,,20061121,22.9894,,20091103,21.33,,20151211,10.0822,,20071116,25.981
20071119,24.514,,20071115,6.557,,20061122,22.5135,,20091104,21.22,,20151214,10.4332,,20071119,25.417
20071120,23.651,,20071116,6.29,,20061123,22.5135,,20091105,19.54,,20151215,10.4561,,20071120,25.417
20071121,25.601,,20071119,6.908,,20061124,22.5135,,20091106,17.18,,20151216,9.53293,,20071121,25.074
20071122,25.601,,20071120,6.954,,20061127,23.4983,,20091109,17.58,,20151217,9.31931,,20071122,25.074
20071123,24.881,,20071121,7.686,,20061128,23.5788,,20091110,16.31,,20151218,8.79288,,20071123,26.126
20071126,28.461,,20071122,7.686,,20061129,22.64159,,20091111,18.49,,20151221,8.4877,,20071126,26.18
20071127,26.208,,20071123,7.717,,20061130,22.45859,,20091112,18.63,,20151222,8.60977,,20071127,25.699
20071128,23.744,,20071126,8.708,,20061201,21.6678,,20091113,17.4,,20151223,8.99887,,20071128,26.035
20071129,23.45,,20071127,8.701,,20061204,22.5904,,20091116,19.84,,20151224,8.54111,,20071129,25.669
20071130,22.167,,20071128,8.007,,20061205,22.7478,,20091117,20.58,,20151225,8.84628,,20071130,25.989
20071203,23.318,,20071129,8.365,,20061206,22.0925,,20091118,21.42,,20151228,9.19724,,20071203,26.287
20071204,23.715,,20071130,7.862,,20061207,22.0925,,20091119,17.34,,20151229,9.25827,,20071204,26.775
20071205,22.157,,20071203,8.747,,20061208,22.2005,,20091120,15.67,,20151230,9.1362,,20071205,27.103
20071206,20.676,,20071204,8.96,,20061211,22.40369,,20091123,22.46,,20151231,9.7084,,20071206,26.905
20071207,20.569,,20071205,8.907,,20061212,22.2865,,20091124,21.51,,20160104,10.3645,,20071207,26.714
20071210,19.471,,20071206,8.426,,20061213,22.17849,,20091125,21.96,,20160105,10.334,,20071210,26.401
20071211,22.164,,20071207,8.014,,20061214,21.43169,,20091127,23.26,,20160106,10.3493,,20071211,26.058
20071212,21.366,,20071210,8.64,,20061215,19.84469,,20091130,23.3,,20160107,10.7918,,20071212,26.592
20071213,21.464,,20071211,8.563,,20061218,21.159,,20091201,24.02,,20160108,10.4256,,20071213,26.34
20071214,22.308,,20071212,7.648,,20061219,20.8679,,20091202,23.72,,20160111,10.7536,,20071214,27.37
20071217,23.995,,20071213,7.686,,20061220,20.8514,,20091203,23.47,,20160112,10.4027,,20071217,27.629
20071218,22.002,,20071214,7.411,,20061221,20.6135,,20091204,25.01,,20160113,9.99832,,20071218,26.996
20071219,20.935,,20071217,7.366,,20061222,19.6909,,20091207,25.48,,20160114,10.2119,,20071219,26.996
20071220,19.634,,20071218,7.724,,20061226,20.37549,,20091208,25.27,,20160115,10.6621,,20071220,26.035
20071221,16.952,,20071219,7.793,,20061227,20.9155,,20091209,25.8,,20160118,11.5242,,20071221,26.241
20071224,16.278,,20071220,8.121,,20061228,20.9064,,20091210,25.8,,20160119,10.3493,,20071224,26.05
20071226,16.612,,20071221,7.579,,20061229,20.49819,,20091211,24.76,,20160120,11.0207,,20071226,27.492
20071227,18.207,,20071224,7.946,,20070102,20.4982,,20091214,24.04,,20160121,10.3416,,20071227,26.493
20071228,18.868,,20071226,7.495,,20070103,25.0065,,20091215,23.53,,20160122,9.79996,,20071228,26.737
20071231,20.407,,20071227,7.587,,20070104,31.5062,,20091216,23.02,,20160125,10.128,,20080102,26.653
20080102,21.777,,20071228,7.801,,20070105,32.16529,,20091217,23.54,,20160126,9.88388,,20080103,26.607
20080103,21.257,,20080102,8.121,,20070108,32.40689,,20091218,23.09,,20160127,9.28879,,20080104,26.34
20080104,23.35,,20080103,7.961,,20070109,33.2857,,20091221,20.6,,20160128,9.86099,,20080107,26.973
20080107,23.269,,20080104,7.488,,20070110,30.7336,,20091222,20.36,,20160129,9.40323,,20080108,27.095
20080108,24.767,,20080107,7.373,,20070111,37.6758,,20091223,20.56,,20160201,8.77762,,20080109,27.21
20080109,23.15,,20080108,7.274,,20070112,35.9494,,20091224,20.53,,20160202,8.80814,,20080110,28.949
20080110,22.681,,20080109,7.343,,20070115,35.9494,,20091228,21.59,,20160203,9.87625,,20080111,35.663
20080111,23.418,,20080110,6.694,,20070116,40.0595,,20091229,21.35,,20160204,9.92966,,20080114,26.714
20080114,22.159,,20080111,7.144,,20070117,36.5335,,20091230,20.59,,20160205,9.22775,,20080115,26.386
20080115,23.053,,20080114,7.236,,20070118,32.73649,,20091231,19.02,,20160208,11.158,,20080116,26.363
20080116,23.823,,20080115,7.152,,20070119,33.3736,,20100104,20.19,,20160209,11.0817,,20080117,26.752
20080117,27.584,,20080116,7.343,,20070122,32.9635,,20100105,19.73,,20160210,11.6081,,20080118,26.004
20080118,26.881,,20080117,7.595,,20070123,34.2597,,20100106,19.79,,20160211,11.9743,,20080121,26.004
20080121,26.881,,20080118,7.778,,20070124,34.34019,,20100107,19.69,,20160212,10.9596,,20080122,26.203
20080122,30.234,,20080121,7.778,,20070125,33.5274,,20100108,17.97,,20160215,11.8446,,20080123,27.065
20080123,28.183,,20080122,8.983,,20070126,31.3488,,20100111,18.08,,20160216,10.8986,,20080124,30.506
20080124,27.352,,20080123,9.677,,20070129,30.7959,,20100112,17.33,,20160217,10.5629,,20080125,29.514
20080125,28.838,,20080124,9.975,,20070130,31.3927,,20100113,17.46,,20160218,10.0975,,20080128,31.383
20080128,27.044,,20080125,9.899,,20070131,32.4985,,20100114,17.72,,20160219,10.1814,,20080129,33.946
20080129,27.329,,20080128,9.96,,20070201,31.53549,,20100115,16.71,,20160222,10.6926,,20080130,31.803
20080130,27.783,,20080129,9.204,,20070202,29.97439,,20100119,17.16,,20160223,10.1967,,20080131,30.857
20080131,26.112,,20080130,8.663,,20070205,29.95969,,20100120,17.65,,20160224,10.6926,,20080201,29.827
20080201,22.579,,20080131,9.197,,20070206,30.32719,,20100121,17.75,,20160225,10.2959,,20080204,29.918
20080204,25.89,,20080201,8.113,,20070207,31.3085,,20100122,13.8,,20160226,11.0207,,20080205,29.094
20080205,26.699,,20080204,8.594,,20070208,35.71509,,20100125,22.23,,20160229,11.5318,,20080206,32.588
20080206,27.538,,20080205,8.853,,20070209,35.8451,,20100126,21.69,,20160301,11.158,,20080207,31.589
20080207,26.256,,20080206,8.434,,20070212,38.65349,,20100127,21.21,,20160302,11.097,,20080208,33.618
20080208,26.981,,20080207,8.144,,20070213,38.61679,,20100128,20.19,,20160303,11.097,,20080211,34.358
20080211,26.203,,20080208,8.678,,20070214,39.18799,,20100129,20.69,,20160304,10.9291,,20080212,30.261
20080212,25.356,,20080211,8.754,,20070215,36.6067,,20100201,20.69,,20160307,11.5166,,20080213,33.031
20080213,23.731,,20080212,8.716,,20070216,34.27059,,20100202,19.95,,20160308,11.4098,,20080214,33.405
20080214,24.776,,20080213,8.945,,20070219,34.2706,,20100203,19.74,,20160309,11.7226,,20080215,33.504
20080215,24.402,,20080214,9.334,,20070220,35.27389,,20100204,22.97,,20160310,10.6392,,20080218,33.504
20080218,24.158,,20080215,9.296,,20070221,35.30319,,20100205,24.02,,20160311,9.7084,,20080219,34.267
20080219,23.387,,20080218,9.296,,20070222,34.6441,,20100208,23.29,,20160314,9.34219,,20080220,34.954
20080220,23.792,,20080219,9.403,,20070223,32.3008,,20100209,22.27,,20160315,9.54056,,20080221,34.366
20080222,23.052,,20080220,9.86,,20070226,32.49119,,20100210,22.49,,20160316,9.01413,,20080222,34.366
20080225,22.083,,20080221,9.662,,20070227,32.2092,,20100211,22.25,,20160317,8.85391,,20080225,35.121
20080226,20.931,,20080222,9.799,,20070228,33.29299,,20100212,21.77,,20160318,8.4343,,20080226,37.441
20080227,21.8,,20080225,9.899,,20070301,33.1026,,20100216,22.05,,20160321,8.29697,,20080227,37.982
20080228,22.495,,20080226,9.387,,20070302,32.6193,,20100217,21.83,,20160322,8.27408,,20080228,39.546
20080229,25.959,,20080227,9.265,,20070305,35.7462,,20100218,20.51,,20160323,8.47244,,20080229,39.409
20080303,26.21,,20080228,9.51,,20070306,34.39149,,20100219,20.09,,20160324,8.38089,,20080303,41.294
20080304,25.997,,20080229,9.967,,20070307,30.0526,,20100222,19.79,,20160325,8.67844,,20080304,40.95
20080305,24.784,,20080303,10.311,,20070308,29.2989,,20100223,20.1,,20160328,9.15909,,20080305,44.155
20080306,28.095,,20080304,10.99,,20070309,29.9524,,20100224,18.63,,20160329,8.83865,,20080306,44.437
20080307,27.965,,20080305,10.234,,20070312,30.48469,,20100225,18.3,,20160330,8.78525,,20080307,38.043
20080310,28.285,,20080306,10.341,,20070313,31.09799,,20100226,17.57,,20160331,10.0212,,20080310,43.834
20080311,24.951,,20080307,10.189,,20070314,30.50659,,20100301,17.33,,20160401,7.93839,,20080311,42.461
20080312,26.172,,20080310,10.494,,20070315,30.4517,,20100302,18.1,,20160404,9.02939,,20080312,42.675
20080313,25.943,,20080311,9.143,,20070316,30.48649,,20100303,18.15,,20160405,9.31168,,20080313,42.209
20080314,30.071,,20080312,9.136,,20070319,30.2357,,20100304,16.9,,20160406,9.48715,,20080314,41.805
20080317,30.109,,20080313,9.319,,20070320,29.5753,,20100305,16.14,,20160407,9.56345,,20080317,37.303
20080318,24.341,,20080314,9.845,,20070321,27.9719,,20100308,15.69,,20160408,8.96835,,20080318,43.338
20080319,28.583,,20080317,10.593,,20070322,27.75219,,20100309,16.49,,20160411,9.31931,,20080319,42.392
20080320,24.883,,20080318,9.471,,20070323,27.8547,,20100310,16.55,,20160412,9.17435,,20080320,43.277
20080321,22.609,,20080319,9.716,,20070326,27.8987,,20100311,16.03,,20160413,9.22012,,20080321,43.277
20080324,23.632,,20080320,9.563,,20070327,29.0482,,20100312,16.08,,20160414,9.15909,,20080324,45.375
20080325,24.112,,20080321,9.563,,20070328,33.9594,,20100315,17,,20160415,8.68607,,20080325,50.151
20080326,24.822,,20080324,9.899,,20070329,39.0306,,20100316,16.47,,20160418,8.66318,,20080326,49.839
20080327,24.799,,20080325,9.899,,20070330,34.4061,,20100317,17.36,,20160419,8.54111,,20080327,47.695
20080328,25.066,,20080326,9.716,,20070402,33.6262,,20100318,16.61,,20160420,8.62503,,20080328,48.274
20080331,25.119,,20080327,9.258,,20070403,31.1291,,20100319,17.22,,20160421,8.25882,,20080331,44.048
20080401,21.411,,20080328,8.899,,20070404,27.4484,,20100322,16.64,,20160422,8.55637,,20080401,40.699
20080402,21.846,,20080331,8.899,,20070405,25.52269,,20100323,15.98,,20160425,9.08279,,20080402,39.829
20080403,21.724,,20080401,8.899,,20070406,25.5227,,20100324,16.89,,20160426,9.48715,,20080403,37.891
20080404,20.275,,20080402,8.457,,20070409,29.35569,,20100325,16.77,,20160427,8.44955,,20080404,38.852
20080407,20.389,,20080403,7.961,,20070410,29.0079,,20100326,16.63,,20160428,7.35855,,20080407,33.466
20080408,21.48,,20080404,7.579,,20070411,28.16959,,20100329,16.24,,20160429,8.98361,,20080408,35.236
20080409,22.075,,20080407,7.45,,20070412,28.16589,,20100330,15.33,,20160502,9.18198,,20080409,33.641
20080410,21.289,,20080408,7.122,,20070413,27.88769,,20100331,15.54,,20160503,9.20486,,20080410,61.283
20080411,22.716,,20080409,7.266,,20070416,27.701,,20100401,15.13,,20160504,9.29642,,20080411,33.687
20080414,23.235,,20080410,7.328,,20070417,29.01339,,20100405,15.65,,20160505,9.38034,,20080414,35.137
20080415,22.09,,20080411,7.16,,20070418,28.54299,,20100406,15.27,,20160506,8.55637,,20080415,43.087
20080416,19.313,,20080414,7.556,,20070419,27.496,,20100407,16.46,,20160509,8.51059,,20080416,43.399
20080417,19.55,,20080415,7.892,,20070420,26.30249,,20100408,16.48,,20160510,8.28934,,20080417,43.491
20080418,18.405,,20080416,8.274,,20070423,26.09749,,20100409,16.69,,20160511,8.00705,,20080418,43.933
20080421,18.779,,20080417,8.228,,20070424,26.5478,,20100412,16.92,,20160512,7.95364,,20080421,44.139
20080422,19.26,,20080418,7.717,,20070425,26.3959,,20100413,15.8,,20160513,8.19016,,20080422,46.016
20080423,18.772,,20080421,7.465,,20070426,26.43799,,20100414,15.81,,20160516,8.29697,,20080423,45.23
20080424,18.482,,20080422,7.617,,20070427,26.49469,,20100415,15.58,,20160517,8.28171,,20080424,44.231
20080425,17.848,,20080423,7.625,,20070430,26.88089,,20100416,15.62,,20160518,8.67844,,20080425,43.674
20080428,17.864,,20080424,7.595,,20070501,27.9206,,20100419,16.44,,20160519,8.97598,,20080428,47.061
20080429,18.962,,20080425,7.648,,20070502,29.0079,,20100420,15.34,,20160520,8.0986,,20080429,45.368
20080430,19.054,,20080428,7.915,,20070503,26.09379,,20100421,14.93,,20160523,8.57162,,20080430,46.329
20080501,17.124,,20080429,7.755,,20070504,26.0865,,20100422,15.04,,20160524,9.31931,,20080501,45.169
20080502,15.308,,20080430,7.396,,20070507,29.47649,,20100423,14.33,,20160525,8.75473,,20080502,45.009
20080505,16.658,,20080501,7.045,,20070508,29.6193,,20100426,13.94,,20160526,8.49533,,20080505,44.429
20080507,18.344,,20080502,6.977,,20070509,29.6156,,20100427,16.67,,20160527,8.75473,,20080506,43.956
20080508,18.016,,20080505,7.45,,20070510,27.49959,,20100428,17.31,,20160530,9.15909,,20080507,45.269
20080509,18.245,,20080506,7.411,,20070511,27.00169,,20100429,16.21,,20160531,9.67789,,20080508,48.831
20080512,17.49,,20080507,7.564,,20070514,27.06399,,20100430,16.21,,20160601,9.77707,,20080509,44.261
20080513,17.215,,20080508,7.549,,20070515,26.84429,,20100503,16.82,,20160602,9.22012,,20080512,42.751
20080514,16.62,,20080509,7.419,,20070516,24.915,,20100504,17.69,,20160603,8.76236,,20080513,39.18
20080515,15.529,,20080512,7.984,,20070517,24.9095,,20100505,17.6,,20160606,9.54056,,20080514,37.395
20080516,15.46,,20080513,7.74,,20070518,24.2378,,20100506,20.52,,20160607,9.47189,,20080515,36.716
20080519,15.651,,20080514,7.694,,20070521,25.4806,,20100507,21.13,,20160608,9.66263,,20080516,34.297
20080520,16.323,,20080515,7.419,,20070522,26.5844,,20100510,19.59,,20160609,10.9673,,20080519,34.732
20080521,17.574,,20080516,7.068,,20070523,26.65029,,20100511,19.39,,20160610,12.9738,,20080520,34.603
20080522,16.872,,20080519,7.404,,20070524,25.86499,,20100512,19.99,,20160613,12.9967,,20080521,37.22
20080526,19.626,,20080520,7.48,,20070525,24.94429,,20100513,18.66,,20160614,13.9122,,20080522,37.364
20080527,18.123,,20080521,7.335,,20070528,24.9443,,20100514,19.58,,20160615,12.6228,,20080523,37.296
20080528,17.429,,20080522,7.671,,20070529,28.8432,,20100517,22.1,,20160616,13.2179,,20080527,36.968
20080529,16.391,,20080523,7.656,,20070530,28.06699,,20100518,20.12,,20160617,13.7444,,20080528,36.182
20080530,16.109,,20080527,8.029,,20070531,27.7852,,20100519,23.69,,20160620,12.7831,,20080529,36.945
20080602,18.154,,20080528,8.403,,20070601,25.82659,,20100520,24.72,,20160621,13.195,,20080530,35.572
20080603,18.436,,20080529,8.838,,20070604,26.5771,,20100521,22.2,,20160622,14.7057,,20080602,39.875
20080604,19.123,,20080530,8.586,,20070605,26.7052,,20100524,29.09,,20160623,13.2484,,20080603,39.592
20080605,16.658,,20080602,9.082,,20070606,26.1634,,20100525,29.09,,20160624,13.6223,,20080604,37.776
20080606,22.365,,20080603,9.311,,20070607,26.18899,,20100526,21.32,,20160627,13.134,,20080605,41.782
20080609,21.511,,20080604,9.12,,20070608,25.5044,,20100527,20.31,,20160628,11.1275,,20080606,41.599
20080610,21.663,,20080605,9.326,,20070611,25.15119,,20100528,19.3,,20160629,10.3874,,20080609,44.628
20080611,22.487,,20080606,9.319,,20070612,25.142,,20100601,19.34,,20160630,10.5019,,20080610,46.657
20080612,21.961,,20080609,11.501,,20070613,25.32869,,20100602,18.31,,20160701,9.3956,,20080611,55.873
